Distance_(m),Gray_Value
0.000000,1.2778
0.018580,4.7918
0.037160,8.0098
0.055740,9.4955
0.074320,19.7754
0.092900,39.4269
0.111480,46.8979
0.130060,40.6863
0.148640,37.6590
0.167220,44.4368
0.185800,43.9083
0.204380,26.6903
0.222960,11.5076
0.241540,6.5407
0.260120,3.5632
0.278700,4.2293
0.297280,4.3198
0.315860,1.5278
