Distance_(m),Gray_Value
0.148640,4.9949
0.167220,3.6529
0.185800,2.5536
0.204380,3.2639
0.222960,7.9613
0.241540,18.6189
0.260120,30.6225
0.278700,32.7324
0.297280,28.0917
0.315860,30.6568
0.334440,36.2428
0.353020,29.5653
0.371600,14.6772
0.390180,6.8698
0.408760,3.2361
0.427340,0.5985
0.445920,0.0000
0.464500,0.0000
0.483080,0.0000
0.501660,0.2944
