Distance_(m),Gray_Value
0.000000,1.0417
0.018580,4.2572
0.037160,10.8324
0.055740,17.7435
0.074320,17.6767
0.092900,14.2346
0.111480,20.4907
0.130060,23.0822
0.148640,14.7732
0.167220,8.0985
0.185800,2.8636
0.204380,0.4861
