Distance_(m),Gray_Value
0.000000,5.1250
0.018580,7.8558
0.037160,11.3432
0.055740,15.2626
0.074320,33.1590
0.092900,39.6814
0.111480,31.9083
0.130060,38.2321
0.148640,53.2522
0.167220,55.7019
0.185800,36.9527
0.204380,24.3737
0.222960,13.4556
0.241540,11.4062
