Distance_(m),Gray_Value
0.000000,2.6667
0.018580,2.2284
0.037160,4.9020
0.055740,8.4794
0.074320,14.0085
0.092900,19.3564
0.111480,18.7040
0.130060,9.5686
0.148640,4.4521
0.167220,8.1253
0.185800,14.6117
0.204380,20.1280
0.222960,17.4860
0.241540,9.6190
0.260120,6.9435
0.278700,7.1738
0.297280,6.2138
0.315860,4.6667
