Distance_(m),Gray_Value
0.000000,10.750
0.018580,9.403
0.037160,5.503
0.055740,3.782
0.074320,5.429
0.092900,11.644
0.111480,21.846
0.130060,30.593
0.148640,45.395
0.167220,54.881
0.185800,48.479
0.204380,34.785
0.222960,30.244
0.241540,45.500
0.260120,61.234
0.278700,72.873
0.297280,96.689
0.315860,126.856
0.334440,141.361
0.353020,134.608
0.371600,95.694
0.390180,55.436
0.408760,30.284
0.427340,14.443
0.445920,4.658
0.464500,1.337
0.483080,1.000
