Distance_(m),Gray_Value
0.000000,7.3333
0.018580,8.2249
0.037160,11.6450
0.055740,25.0952
0.074320,36.4369
0.092900,40.5700
0.111480,36.9369
0.130060,42.8388
0.148640,47.0927
0.167220,34.4517
0.185800,15.1696
0.204380,13.9571
0.222960,8.2633
0.241540,4.0000
