Distance_(m),Gray_Value
0.185800,1.2348
0.204380,1.8171
0.222960,3.8567
0.241540,4.0000
0.260120,3.7774
0.278700,8.5244
0.297280,14.5884
0.315860,30.2439
0.334440,46.1037
0.353020,44.9695
0.371600,39.4329
0.390180,41.5671
0.408760,45.9299
0.427340,40.4939
0.445920,18.4482
0.464500,9.1951
0.483080,7.3415
0.501660,4.7134
0.520240,1.5000
0.538820,2.8537
0.557400,4.5000
0.575980,3.0000
0.594560,1.9238
