Distance_(m),Gray_Value
0.074320,6.9619
0.092900,5.8284
0.111480,2.7733
0.130060,0.4103
0.148640,3.2308
0.167220,9.1282
0.185800,16.4924
0.204380,25.8580
0.222960,18.2937
0.241540,15.3333
0.260120,21.6524
0.278700,14.7548
0.297280,6.5233
0.315860,1.5621
0.334440,0.1609
0.353020,0.5641
0.371600,1.6109
0.390180,3.8981
