Distance_(m),Gray_Value
0.000000,5.2812
0.018580,7.1421
0.037160,11.1110
0.055740,18.8600
0.074320,26.5791
0.092900,25.2470
0.111480,20.1247
0.130060,23.7812
0.148640,30.0434
0.167220,30.6730
0.185800,18.3798
0.204380,7.2425
0.222960,4.2181
0.241540,3.8450
0.260120,2.1250
