Distance_(m),Gray_Value
0.000000,4.0938
0.018580,5.3125
0.037160,12.0625
0.055740,21.3320
0.074320,21.8490
0.092900,12.6335
0.111480,8.6250
0.130060,18.0911
0.148640,24.5833
0.167220,15.8379
0.185800,7.2135
0.204380,5.6771
0.222960,4.0781
