Distance_(µm),Gray_Value
0.000000,8.8333
0.018580,7.6667
0.037160,7.7346
0.055740,14.4444
0.074320,22.6173
0.092900,38.8889
0.111480,58.6667
0.130060,75.8519
0.148640,86.0370
0.167220,82.6667
0.185800,88.4938
0.204380,75.1358
0.222960,47.8889
0.241540,25.2469
0.260120,13.2099
0.278700,7.2222
0.297280,7.4074
0.315860,3.8765
0.334440,0.5000
