Distance_(m),Gray_Value
0.055740,2.9740
0.074320,10.8889
0.092900,27.2535
0.111480,33.5417
0.130060,27.4583
0.148640,19.4722
0.167220,23.8177
0.185800,21.6250
0.204380,11.0486
0.222960,5.6667
0.241540,4.7917
0.260120,4.6667
