Distance_(m),Gray_Value
0.092900,1.5757
0.111480,11.6485
0.130060,25.0741
0.148640,32.8468
0.167220,29.3175
0.185800,24.4239
0.204380,31.7957
0.222960,41.0306
0.241540,43.7385
0.260120,30.0926
0.278700,21.0159
0.297280,17.1180
0.315860,9.3968
