Distance_(m),Gray_Value
0.000000,0.0000
0.018580,0.8545
0.037160,2.0029
0.055740,3.2557
0.074320,8.9022
0.092900,15.5098
0.111480,22.5493
0.130060,31.4938
0.148640,23.4048
0.167220,23.0007
0.185800,29.1314
0.204380,21.0952
0.222960,7.1886
0.241540,1.4264
0.260120,0.0000
0.278700,0.0000
0.297280,0.0000
0.315860,0.0000
