Distance_(m),Gray_Value
0.055740,2.1250
0.074320,6.1111
0.092900,12.2083
0.111480,17.0000
0.130060,9.5139
0.148640,5.0556
0.167220,9.3125
0.185800,17.9444
0.204380,19.3403
0.222960,11.1667
0.241540,5.7083
0.260120,5.8333
