Distance_(m),Gray_Value
0.000000,3.0000
0.018580,5.1526
0.037160,5.5333
0.055740,6.9556
0.074320,15.2978
0.092900,24.5370
0.111480,21.9467
0.130060,19.9496
0.148640,26.5407
0.167220,24.7867
0.185800,13.7778
0.204380,4.3326
0.222960,0.7289
0.241540,0.7659
0.260120,1.9896
0.278700,3.1667
