Distance_(m),Gray_Value
0.000000,3.2500
0.018580,2.4854
0.037160,3.7188
0.055740,6.5068
0.074320,9.0938
0.092900,13.3965
0.111480,25.3359
0.130060,27.9521
0.148640,18.1250
0.167220,15.1045
0.185800,23.0312
0.204380,26.1074
0.222960,18.6562
0.241540,12.1562
0.260120,6.8203
0.278700,4.1865
0.297280,2.0000
