Distance_(m),Gray_Value
0.000000,5.7500
0.018580,10.7902
0.037160,18.3571
0.055740,27.0312
0.074320,37.5268
0.092900,48.9598
0.111480,44.0714
0.130060,28.3750
0.148640,26.8304
0.167220,36.8214
0.185800,42.9286
0.204380,35.0268
0.222960,18.9286
0.241540,9.6652
0.260120,6.7500
