Distance_(m),Gray_Value
0.074320,7.4688
0.092900,23.4980
0.111480,45.6680
0.130060,40.8965
0.148640,37.7188
0.167220,51.1279
0.185800,59.8555
0.204380,48.1152
0.222960,25.3750
0.241540,13.0479
0.260120,10.1211
