frame,drift_[px],X1,Y1,X2,Y2,X3,Y3
,,,,1660.585,-0.174499,1660.585,-0.056498
,,,,1680.580,-0.175751,1680.580,-0.056492
,,,,1700.575,-0.177034,1700.575,-0.056287
,,,,1720.570,-0.178352,1720.570,-0.055874
,,,,1740.565,-0.179709,1740.565,-0.055243
,,,,1760.560,-0.181112,1760.560,-0.054383
,,,,1780.555,-0.182563,1780.555,-0.053285
,,,,1800.550,-0.184069,1800.550,-0.051940
,,,,1820.545,-0.185633,1820.545,-0.050337
,,,,1840.540,-0.187260,1840.540,-0.048466
,,,,1860.535,-0.188954,1860.535,-0.046317
,,,,1880.530,-0.190721,1880.530,-0.043881
,,,,1900.525,-0.192564,1900.525,-0.041154
,,,,1920.520,-0.194481,1920.520,-0.038149
,,,,1940.515,-0.196471,1940.515,-0.034883
,,,,1960.510,-0.198534,1960.510,-0.031371
,,,,1980.505,-0.200667,1980.505,-0.027628
,,,,2000.500,-0.202869,2000.500,-0.023671
,,,,2020.495,-0.205139,2020.495,-0.019515
,,,,2040.490,-0.207476,2040.490,-0.015177
,,,,2060.485,-0.209877,2060.485,-0.010671
,,,,2080.480,-0.212343,2080.480,-0.006014
,,,,2100.475,-0.214871,2100.475,-0.001222
,,,,2120.470,-0.217459,2120.470,0.003690
,,,,2140.465,-0.220108,2140.465,0.008705
,,,,2160.460,-0.222814,2160.460,0.013809
,,,,2180.455,-0.225578,2180.455,0.018985
,,,,2200.450,-0.228397,2200.450,0.024217
,,,,2220.445,-0.231270,2220.445,0.029490
,,,,2240.440,-0.234195,2240.440,0.034788
,,,,2260.435,-0.237173,2260.435,0.040094
,,,,2280.430,-0.240200,2280.430,0.045394
,,,,2300.425,-0.243276,2300.425,0.050671
,,,,2320.420,-0.246399,2320.420,0.055910
,,,,2340.415,-0.249567,2340.415,0.061095
,,,,2360.410,-0.252781,2360.410,0.066209
,,,,2380.405,-0.256037,2380.405,0.071238
,,,,2400.400,-0.259336,2400.400,0.076165
,,,,2420.395,-0.262674,2420.395,0.080975
,,,,2440.390,-0.266052,2440.390,0.085651
,,,,2460.385,-0.269467,2460.385,0.090179
,,,,2480.380,-0.272919,2480.380,0.094541
,,,,2500.375,-0.276405,2500.375,0.098723
,,,,2520.370,-0.279925,2520.370,0.102709
,,,,2540.365,-0.283477,2540.365,0.106482
,,,,2560.360,-0.287060,2560.360,0.110027
,,,,2580.355,-0.290672,2580.355,0.113328
,,,,2600.350,-0.294312,2600.350,0.116370
,,,,2620.345,-0.297979,2620.345,0.119136
,,,,2640.340,-0.301671,2640.340,0.121611
,,,,2660.335,-0.305387,2660.335,0.123779
,,,,2680.330,-0.309126,2680.330,0.125624
,,,,2700.325,-0.312886,2700.325,0.127131
,,,,2720.320,-0.316666,2720.320,0.128301
,,,,2740.315,-0.320466,2740.315,0.129140
,,,,2760.310,-0.324286,2760.310,0.129658
,,,,2780.305,-0.328124,2780.305,0.129861
,,,,2800.300,-0.331981,2800.300,0.129757
,,,,2820.295,-0.335856,2820.295,0.129356
,,,,2840.290,-0.339748,2840.290,0.128664
,,,,2860.285,-0.343658,2860.285,0.127689
,,,,2880.280,-0.347584,2880.280,0.126440
,,,,2900.275,-0.351526,2900.275,0.124924
,,,,2920.270,-0.355484,2920.270,0.123150
,,,,2940.265,-0.359457,2940.265,0.121124
,,,,2960.260,-0.363444,2960.260,0.118856
,,,,2980.255,-0.367446,2980.255,0.116353
,,,,3000.250,-0.371461,3000.250,0.113623
,,,,3020.245,-0.375490,3020.245,0.110674
,,,,3040.240,-0.379531,3040.240,0.107514
,,,,3060.235,-0.383585,3060.235,0.104151
,,,,3080.230,-0.387650,3080.230,0.100593
,,,,3100.225,-0.391727,3100.225,0.096847
,,,,3120.220,-0.395815,3120.220,0.092922
,,,,3140.215,-0.399912,3140.215,0.088826
,,,,3160.210,-0.404020,3160.210,0.084566
,,,,3180.205,-0.408137,3180.205,0.080151
,,,,3200.200,-0.412263,3200.200,0.075588
,,,,3220.195,-0.416398,3220.195,0.070885
,,,,3240.190,-0.420540,3240.190,0.066051
,,,,3260.185,-0.424690,3260.185,0.061093
,,,,3280.180,-0.428846,3280.180,0.056019
,,,,3300.175,-0.433010,3300.175,0.050837
,,,,3320.170,-0.437179,3320.170,0.045556
,,,,3340.165,-0.441354,3340.165,0.040182
,,,,3360.160,-0.445534,3360.160,0.034724
,,,,3380.155,-0.449719,3380.155,0.029190
,,,,3400.150,-0.453907,3400.150,0.023588
,,,,3420.145,-0.458099,3420.145,0.017925
,,,,3440.140,-0.462295,3440.140,0.012210
,,,,3460.135,-0.466493,3460.135,0.006451
,,,,3480.130,-0.470693,3480.130,0.000656
,,,,3500.125,-0.474896,3500.125,-0.005169
,,,,3520.120,-0.479099,3520.120,-0.011013
,,,,3540.115,-0.483303,3540.115,-0.016871
,,,,3560.110,-0.487507,3560.110,-0.022733
,,,,3580.105,-0.491712,3580.105,-0.028596
,,,,3600.100,-0.495916,3600.100,-0.034458
,,,,3620.095,-0.500120,3620.095,-0.040321
,,,,3640.090,-0.504325,3640.090,-0.046183
,,,,3660.085,-0.508529,3660.085,-0.052046
,,,,3680.080,-0.512734,3680.080,-0.057908
,,,,3700.075,-0.516938,3700.075,-0.063771
,,,,3720.070,-0.521142,3720.070,-0.069633
,,,,3740.065,-0.525347,3740.065,-0.075496
,,,,3760.060,-0.529551,3760.060,-0.081359
,,,,3780.055,-0.533755,3780.055,-0.087221
,,,,3800.050,-0.537960,3800.050,-0.093084
,,,,3820.045,-0.542164,3820.045,-0.098946
,,,,3840.040,-0.546368,3840.040,-0.104809
,,,,3860.035,-0.550573,3860.035,-0.110671
,,,,3880.030,-0.554777,3880.030,-0.116534
,,,,3900.025,-0.558982,3900.025,-0.122396
,,,,3920.020,-0.563186,3920.020,-0.128259
,,,,3940.015,-0.567390,3940.015,-0.134121
,,,,3960.010,-0.571595,3960.010,-0.139984
,,,,3980.005,-0.575799,3980.005,-0.145846
