Distance_(m),Gray_Value
0.111480,9.0000
0.130060,7.6104
0.148640,7.2051
0.167220,10.7917
0.185800,16.3397
0.204380,24.3536
0.222960,28.1466
0.241540,24.2690
0.260120,17.0538
0.278700,18.6713
0.297280,24.1224
0.315860,14.2845
0.334440,5.3750
0.353020,2.1125
0.371600,1.4537
0.390180,2.1003
0.408760,4.4931
