Distance_(m),Gray_Value
0.000000,3.5000
0.018580,2.0702
0.037160,3.6420
0.055740,6.7917
0.074320,7.7623
0.092900,10.2662
0.111480,20.8333
0.130060,24.8453
0.148640,19.6821
0.167220,15.7812
0.185800,20.0494
0.204380,21.2319
0.222960,14.3056
0.241540,5.0691
0.260120,0.5617
0.278700,0.1007
0.297280,1.0093
0.315860,1.7427
0.334440,3.2500
