Distance_(m),Gray_Value
0.000000,7.6111
0.018580,14.7329
0.037160,26.5370
0.055740,30.8333
0.074320,24.7373
0.092900,19.8333
0.111480,22.2747
0.130060,27.1605
0.148640,21.9712
0.167220,9.0000
