Distance_(m),Gray_Value
0.018580,9.5373
0.037160,11.3077
0.055740,21.7332
0.074320,35.4615
0.092900,29.3462
0.111480,22.9639
0.130060,28.7536
0.148640,29.1298
0.167220,18.5986
0.185800,10.2019
0.204380,9.7993
