Distance_(m),Gray_Value
0.111480,0.2726
0.130060,3.7223
0.148640,7.2469
0.167220,7.8333
0.185800,14.7308
0.204380,23.6582
0.222960,22.5947
0.241540,14.1051
0.260120,15.8052
0.278700,23.7397
0.297280,26.8620
0.315860,19.0617
0.334440,9.2593
0.353020,4.4069
0.371600,2.7037
0.390180,2.0000
0.408760,2.2593
