Distance_(m),Gray_Value
0.167220,7.6923
0.185800,6.0769
0.204380,15.1106
0.222960,26.1346
0.241540,20.2500
0.260120,16.7692
0.278700,25.5865
0.297280,21.7115
0.315860,11.5769
0.334440,6.1490
