Distance_(m),Gray_Value
0.000000,0.0000
0.018580,0.8393
0.037160,4.4426
0.055740,10.6170
0.074320,15.7487
0.092900,19.6077
0.111480,31.7628
0.130060,28.4769
0.148640,19.4672
0.167220,19.3701
0.185800,26.1373
0.204380,27.7843
0.222960,19.3000
0.241540,8.0401
0.260120,2.3032
0.278700,0.4090
0.297280,0.0000
0.315860,0.0000
