Distance_(m),Gray_Value
0.074320,2.1333
0.092900,6.0000
0.111480,7.6000
0.130060,7.2667
0.148640,9.9333
0.167220,14.4000
0.185800,22.0000
0.204380,36.4667
0.222960,57.6000
0.241540,63.2667
0.260120,53.4667
0.278700,56.0000
0.297280,63.6000
0.315860,61.0667
0.334440,47.0000
0.353020,28.5333
0.371600,13.3333
0.390180,7.6000
0.408760,6.7333
0.427340,3.7333
0.445920,1.0000
0.464500,0.6667
